ImageId,ClassType,MultipolygonWKT
6010_0_0,3,MULTIPOLYGON EMPTY
6010_0_0,4,MULTIPOLYGON EMPTY
6010_0_0,5,MULTIPOLYGON EMPTY
6010_0_0,6,MULTIPOLYGON EMPTY
6010_0_0,7,MULTIPOLYGON EMPTY
6010_0_0,8,MULTIPOLYGON EMPTY
6010_0_0,9,MULTIPOLYGON EMPTY
6010_0_0,10,"MULTIPOLYGON (((137.0000000 0.0000000, 137.0000000 1.0000000, 138.0000000 1.0000000, 138.0000000 2.0000000, 141.0000000 2.0000000, 141.0000000 1.0000000, 142.0000000 1.0000000, 142.0000000 0.0000000, 137.0000000 0.0000000)), ((3199.0000000 0.0000000, 3199.0000000 1.0000000, 3200.0000000 1.0000000, 3200.0000000 0.0000000, 3199.0000000 0.0000000)), ((2048.0000000 1209.0000000, 2048.0000000 1212.0000000, 2049.0000000 1212.0000000, 2049.0000000 1209.0000000, 2048.0000000 1209.0000000)), ((30.0000000 2059.0000000, 30.0000000 2060.0000000, 29.0000000 2060.0000000, 27.0000000 2060.0000000, 27.0000000 2061.0000000, 26.0000000 2061.0000000, 26.0000000 2063.0000000, 27.0000000 2063.0000000, 27.0000000 2066.0000000, 30.0000000 2066.0000000, 30.0000000 2065.0000000, 31.0000000 2065.0000000, 31.0000000 2064.0000000, 32.0000000 2064.0000000, 32.0000000 2063.0000000, 33.0000000 2063.0000000, 33.0000000 2061.0000000, 32.0000000 2061.0000000, 32.0000000 2060.0000000, 31.0000000 2060.0000000, 31.0000000 2059.0000000, 30.0000000 2059.0000000)))"
6010_0_3,1,MULTIPOLYGON EMPTY
6010_0_3,2,MULTIPOLYGON EMPTY
6010_0_3,3,MULTIPOLYGON EMPTY
6010_0_3,4,MULTIPOLYGON EMPTY
6010_0_3,5,MULTIPOLYGON EMPTY
6010_0_3,6,MULTIPOLYGON EMPTY
6010_0_3,7,MULTIPOLYGON EMPTY
6010_0_3,8,MULTIPOLYGON EMPTY
6010_0_3,9,MULTIPOLYGON EMPTY
6010_0_3,10,"MULTIPOLYGON (((2688.0000000 25.0000000, 2688.0000000 28.0000000, 2689.0000000 28.0000000, 2689.0000000 25.0000000, 2688.0000000 25.0000000)))"
6010_0_2,1,MULTIPOLYGON EMPTY
6010_0_2,2,MULTIPOLYGON EMPTY
6010_0_2,3,MULTIPOLYGON EMPTY
6010_0_2,4,MULTIPOLYGON EMPTY
6010_0_2,5,MULTIPOLYGON EMPTY
6010_0_2,6,MULTIPOLYGON EMPTY
6010_0_2,7,MULTIPOLYGON EMPTY
6010_0_2,8,MULTIPOLYGON EMPTY
6010_0_2,9,MULTIPOLYGON EMPTY
6010_0_2,10,"MULTIPOLYGON (((256.0000000 511.0000000, 256.0000000 512.0000000, 257.0000000 512.0000000, 257.0000000 511.0000000, 256.0000000 511.0000000)), ((1339.0000000 1407.0000000, 1339.0000000 1408.0000000, 1341.0000000 1408.0000000, 1341.0000000 1407.0000000, 1339.0000000 1407.0000000)), ((2899.0000000 2813.0000000, 2899.0000000 2814.0000000, 2898.0000000 2814.0000000, 2898.0000000 2816.0000000, 2900.0000000 2816.0000000, 2901.0000000 2816.0000000, 2901.0000000 2813.0000000, 2899.0000000 2813.0000000)))"
6010_2_3,1,MULTIPOLYGON EMPTY
6010_2_3,2,MULTIPOLYGON EMPTY
6010_2_3,3,MULTIPOLYGON EMPTY
6010_2_3,4,MULTIPOLYGON EMPTY
6010_2_3,5,MULTIPOLYGON EMPTY
6010_2_3,6,MULTIPOLYGON EMPTY
6010_2_3,7,MULTIPOLYGON EMPTY
6010_2_3,8,MULTIPOLYGON EMPTY
6010_2_3,9,MULTIPOLYGON EMPTY
6010_2_3,10,MULTIPOLYGON EMPTY
6010_2_2,1,MULTIPOLYGON EMPTY
6010_2_2,2,MULTIPOLYGON EMPTY
6010_2_2,3,MULTIPOLYGON EMPTY
6010_2_2,4,MULTIPOLYGON EMPTY
6010_2_2,5,MULTIPOLYGON EMPTY
6010_2_2,6,MULTIPOLYGON EMPTY
6010_2_2,7,MULTIPOLYGON EMPTY
6010_2_2,8,MULTIPOLYGON EMPTY
6010_2_2,9,MULTIPOLYGON EMPTY
6010_2_2,10,MULTIPOLYGON EMPTY
6010_2_1,1,MULTIPOLYGON EMPTY
6010_2_1,2,MULTIPOLYGON EMPTY
6010_2_1,3,MULTIPOLYGON EMPTY
6010_2_1,4,MULTIPOLYGON EMPTY
6010_2_1,5,MULTIPOLYGON EMPTY
6010_2_1,6,MULTIPOLYGON EMPTY
6010_2_1,7,MULTIPOLYGON EMPTY
6010_2_1,8,MULTIPOLYGON EMPTY
6010_2_1,9,MULTIPOLYGON EMPTY
6010_2_1,10,MULTIPOLYGON EMPTY
6010_2_0,1,MULTIPOLYGON EMPTY
6010_2_0,2,MULTIPOLYGON EMPTY
6010_2_0,3,MULTIPOLYGON EMPTY
6010_2_0,4,MULTIPOLYGON EMPTY
6010_2_0,5,MULTIPOLYGON EMPTY
6010_2_0,6,MULTIPOLYGON EMPTY
6010_2_0,7,MULTIPOLYGON EMPTY
6010_2_0,8,MULTIPOLYGON EMPTY
6010_2_0,9,MULTIPOLYGON EMPTY
6010_2_0,10,MULTIPOLYGON EMPTY
6010_2_4,1,MULTIPOLYGON EMPTY
6010_2_4,2,MULTIPOLYGON EMPTY
6010_2_4,3,MULTIPOLYGON EMPTY
6010_2_4,4,MULTIPOLYGON EMPTY
6010_2_4,5,MULTIPOLYGON EMPTY
6010_2_4,6,MULTIPOLYGON EMPTY
6010_2_4,7,MULTIPOLYGON EMPTY
6010_2_4,8,MULTIPOLYGON EMPTY
6010_2_4,9,MULTIPOLYGON EMPTY
6010_2_4,10,MULTIPOLYGON EMPTY
6010_4_1,1,MULTIPOLYGON EMPTY
6010_4_1,2,MULTIPOLYGON EMPTY
6010_4_1,3,MULTIPOLYGON EMPTY
6010_4_1,4,MULTIPOLYGON EMPTY
6010_4_1,5,MULTIPOLYGON EMPTY
6010_4_1,6,MULTIPOLYGON EMPTY
6010_4_1,7,MULTIPOLYGON EMPTY
6010_4_1,8,MULTIPOLYGON EMPTY
6010_4_1,9,MULTIPOLYGON EMPTY
6010_4_1,10,MULTIPOLYGON EMPTY
6170_3_4,1,MULTIPOLYGON EMPTY
6170_3_4,2,MULTIPOLYGON EMPTY
6170_3_4,3,MULTIPOLYGON EMPTY
6170_3_4,4,MULTIPOLYGON EMPTY
6170_3_4,5,MULTIPOLYGON EMPTY
6170_3_4,6,MULTIPOLYGON EMPTY
6170_3_4,7,MULTIPOLYGON EMPTY
6170_3_4,8,MULTIPOLYGON EMPTY
6170_3_4,9,MULTIPOLYGON EMPTY
6170_3_4,10,MULTIPOLYGON EMPTY
6010_4_3,1,MULTIPOLYGON EMPTY
6010_4_3,2,MULTIPOLYGON EMPTY
6010_4_3,3,MULTIPOLYGON EMPTY
6010_4_3,4,MULTIPOLYGON EMPTY
6010_4_3,5,MULTIPOLYGON EMPTY
6010_4_3,6,MULTIPOLYGON EMPTY
6010_4_3,7,MULTIPOLYGON EMPTY
6010_4_3,8,MULTIPOLYGON EMPTY
6010_4_3,9,MULTIPOLYGON EMPTY
6010_4_3,10,MULTIPOLYGON EMPTY
6170_3_1,1,MULTIPOLYGON EMPTY
6170_3_1,2,MULTIPOLYGON EMPTY
6170_3_1,3,MULTIPOLYGON EMPTY
6170_3_1,4,MULTIPOLYGON EMPTY
6170_3_1,5,MULTIPOLYGON EMPTY
6170_3_1,6,MULTIPOLYGON EMPTY
6170_3_1,7,MULTIPOLYGON EMPTY
6170_3_1,8,MULTIPOLYGON EMPTY
6170_3_1,9,MULTIPOLYGON EMPTY
6170_3_1,10,MULTIPOLYGON EMPTY
6170_3_0,1,MULTIPOLYGON EMPTY
6170_3_0,2,MULTIPOLYGON EMPTY
6170_3_0,3,MULTIPOLYGON EMPTY
6170_3_0,4,MULTIPOLYGON EMPTY
6170_3_0,5,MULTIPOLYGON EMPTY
6170_3_0,6,MULTIPOLYGON EMPTY
6170_3_0,7,MULTIPOLYGON EMPTY
6170_3_0,8,MULTIPOLYGON EMPTY
6170_3_0,9,MULTIPOLYGON EMPTY
6170_3_0,10,MULTIPOLYGON EMPTY
6170_3_3,1,MULTIPOLYGON EMPTY
6170_3_3,2,MULTIPOLYGON EMPTY
6170_3_3,3,MULTIPOLYGON EMPTY
6170_3_3,4,MULTIPOLYGON EMPTY
6170_3_3,5,MULTIPOLYGON EMPTY
6170_3_3,6,MULTIPOLYGON EMPTY
6170_3_3,7,MULTIPOLYGON EMPTY
6170_3_3,8,MULTIPOLYGON EMPTY
6170_3_3,9,MULTIPOLYGON EMPTY
6170_3_3,10,MULTIPOLYGON EMPTY
6170_3_2,1,MULTIPOLYGON EMPTY
6170_3_2,2,MULTIPOLYGON EMPTY
6170_3_2,3,MULTIPOLYGON EMPTY
6170_3_2,4,MULTIPOLYGON EMPTY
6170_3_2,5,MULTIPOLYGON EMPTY
6170_3_2,6,MULTIPOLYGON EMPTY
6170_3_2,7,MULTIPOLYGON EMPTY
6170_3_2,8,MULTIPOLYGON EMPTY
6170_3_2,9,MULTIPOLYGON EMPTY
6170_3_2,10,MULTIPOLYGON EMPTY
6170_1_3,1,MULTIPOLYGON EMPTY
6170_1_3,2,MULTIPOLYGON EMPTY
6170_1_3,3,MULTIPOLYGON EMPTY
6170_1_3,4,MULTIPOLYGON EMPTY
6170_1_3,5,MULTIPOLYGON EMPTY
6170_1_3,6,MULTIPOLYGON EMPTY
6170_1_3,7,MULTIPOLYGON EMPTY
6170_1_3,8,MULTIPOLYGON EMPTY
6170_1_3,9,MULTIPOLYGON EMPTY
6170_1_3,10,MULTIPOLYGON EMPTY
6170_1_2,1,MULTIPOLYGON EMPTY
6170_1_2,2,MULTIPOLYGON EMPTY
6170_1_2,3,MULTIPOLYGON EMPTY
6170_1_2,4,MULTIPOLYGON EMPTY
6170_1_2,5,MULTIPOLYGON EMPTY
6170_1_2,6,MULTIPOLYGON EMPTY
6170_1_2,7,MULTIPOLYGON EMPTY
6170_1_2,8,MULTIPOLYGON EMPTY
6170_1_2,9,MULTIPOLYGON EMPTY
6170_1_2,10,MULTIPOLYGON EMPTY
6170_1_1,1,MULTIPOLYGON EMPTY
6170_1_1,2,MULTIPOLYGON EMPTY
6170_1_1,3,MULTIPOLYGON EMPTY
6170_1_1,4,MULTIPOLYGON EMPTY
6170_1_1,5,MULTIPOLYGON EMPTY
6170_1_1,6,MULTIPOLYGON EMPTY
6170_1_1,7,MULTIPOLYGON EMPTY
6170_1_1,8,MULTIPOLYGON EMPTY
6170_1_1,9,MULTIPOLYGON EMPTY
6170_1_1,10,MULTIPOLYGON EMPTY
6170_1_0,1,MULTIPOLYGON EMPTY
6170_1_0,2,MULTIPOLYGON EMPTY
6170_1_0,3,MULTIPOLYGON EMPTY
6170_1_0,4,MULTIPOLYGON EMPTY
6170_1_0,5,MULTIPOLYGON EMPTY
6170_1_0,6,MULTIPOLYGON EMPTY
6170_1_0,7,MULTIPOLYGON EMPTY
6170_1_0,8,MULTIPOLYGON EMPTY
6170_1_0,9,MULTIPOLYGON EMPTY
6170_1_0,10,MULTIPOLYGON EMPTY
6170_1_4,1,MULTIPOLYGON EMPTY
6170_1_4,2,MULTIPOLYGON EMPTY
6170_1_4,3,MULTIPOLYGON EMPTY
6170_1_4,4,MULTIPOLYGON EMPTY
6170_1_4,5,MULTIPOLYGON EMPTY
6170_1_4,6,MULTIPOLYGON EMPTY
6170_1_4,7,MULTIPOLYGON EMPTY
6170_1_4,8,MULTIPOLYGON EMPTY
6170_1_4,9,MULTIPOLYGON EMPTY
6170_1_4,10,MULTIPOLYGON EMPTY
6130_4_2,1,MULTIPOLYGON EMPTY
6130_4_2,2,MULTIPOLYGON EMPTY
6130_4_2,3,MULTIPOLYGON EMPTY
6130_4_2,4,MULTIPOLYGON EMPTY
6130_4_2,5,MULTIPOLYGON EMPTY
6130_4_2,6,MULTIPOLYGON EMPTY
6130_4_2,7,MULTIPOLYGON EMPTY
6130_4_2,8,MULTIPOLYGON EMPTY
6130_4_2,9,MULTIPOLYGON EMPTY
6130_4_2,10,MULTIPOLYGON EMPTY
6130_4_3,1,MULTIPOLYGON EMPTY
6130_4_3,2,MULTIPOLYGON EMPTY
6130_4_3,3,MULTIPOLYGON EMPTY
6130_4_3,4,MULTIPOLYGON EMPTY
6130_4_3,5,MULTIPOLYGON EMPTY
6130_4_3,6,MULTIPOLYGON EMPTY
6130_4_3,7,MULTIPOLYGON EMPTY
6130_4_3,8,MULTIPOLYGON EMPTY
6130_4_3,9,MULTIPOLYGON EMPTY
6130_4_3,10,MULTIPOLYGON EMPTY
6130_4_0,1,MULTIPOLYGON EMPTY
6130_4_0,2,MULTIPOLYGON EMPTY
6130_4_0,3,MULTIPOLYGON EMPTY
6130_4_0,4,MULTIPOLYGON EMPTY
6130_4_0,5,MULTIPOLYGON EMPTY
6130_4_0,6,MULTIPOLYGON EMPTY
6130_4_0,7,MULTIPOLYGON EMPTY
6130_4_0,8,MULTIPOLYGON EMPTY
6130_4_0,9,MULTIPOLYGON EMPTY
6130_4_0,10,MULTIPOLYGON EMPTY
6130_4_1,1,MULTIPOLYGON EMPTY
6130_4_1,2,MULTIPOLYGON EMPTY
6130_4_1,3,MULTIPOLYGON EMPTY
6130_4_1,4,MULTIPOLYGON EMPTY
6130_4_1,5,MULTIPOLYGON EMPTY
6130_4_1,6,MULTIPOLYGON EMPTY
6130_4_1,7,MULTIPOLYGON EMPTY
6130_4_1,8,MULTIPOLYGON EMPTY
6130_4_1,9,MULTIPOLYGON EMPTY
6130_4_1,10,MULTIPOLYGON EMPTY
6130_4_4,1,MULTIPOLYGON EMPTY
6130_4_4,2,MULTIPOLYGON EMPTY
6130_4_4,3,MULTIPOLYGON EMPTY
6130_4_4,4,MULTIPOLYGON EMPTY
6130_4_4,5,MULTIPOLYGON EMPTY
6130_4_4,6,MULTIPOLYGON EMPTY
6130_4_4,7,MULTIPOLYGON EMPTY
6130_4_4,8,MULTIPOLYGON EMPTY
6130_4_4,9,MULTIPOLYGON EMPTY
6130_4_4,10,MULTIPOLYGON EMPTY
6150_3_3,1,MULTIPOLYGON EMPTY
6150_3_3,2,MULTIPOLYGON EMPTY
6150_3_3,3,MULTIPOLYGON EMPTY
6150_3_3,4,MULTIPOLYGON EMPTY
6150_3_3,5,MULTIPOLYGON EMPTY
6150_3_3,6,MULTIPOLYGON EMPTY
6150_3_3,7,MULTIPOLYGON EMPTY
6150_3_3,8,MULTIPOLYGON EMPTY
6150_3_3,9,MULTIPOLYGON EMPTY
6150_3_3,10,MULTIPOLYGON EMPTY
6150_3_2,1,MULTIPOLYGON EMPTY
6150_3_2,2,MULTIPOLYGON EMPTY
6150_3_2,3,MULTIPOLYGON EMPTY
6150_3_2,4,MULTIPOLYGON EMPTY
6150_3_2,5,MULTIPOLYGON EMPTY
6150_3_2,6,MULTIPOLYGON EMPTY
6150_3_2,7,MULTIPOLYGON EMPTY
6150_3_2,8,MULTIPOLYGON EMPTY
6150_3_2,9,MULTIPOLYGON EMPTY
6150_3_2,10,MULTIPOLYGON EMPTY
6150_3_1,1,MULTIPOLYGON EMPTY
6150_3_1,2,MULTIPOLYGON EMPTY
6150_3_1,3,MULTIPOLYGON EMPTY
6150_3_1,4,MULTIPOLYGON EMPTY
6150_3_1,5,MULTIPOLYGON EMPTY
6150_3_1,6,MULTIPOLYGON EMPTY
6150_3_1,7,MULTIPOLYGON EMPTY
6150_3_1,8,MULTIPOLYGON EMPTY
6150_3_1,9,MULTIPOLYGON EMPTY
6150_3_1,10,MULTIPOLYGON EMPTY
6150_3_0,1,MULTIPOLYGON EMPTY
6150_3_0,2,MULTIPOLYGON EMPTY
6150_3_0,3,MULTIPOLYGON EMPTY
6150_3_0,4,MULTIPOLYGON EMPTY
6150_3_0,5,MULTIPOLYGON EMPTY
6150_3_0,6,MULTIPOLYGON EMPTY
6150_3_0,7,MULTIPOLYGON EMPTY
6150_3_0,8,MULTIPOLYGON EMPTY
6150_3_0,9,MULTIPOLYGON EMPTY
6150_3_0,10,MULTIPOLYGON EMPTY
6150_3_4,1,MULTIPOLYGON EMPTY
6150_3_4,2,MULTIPOLYGON EMPTY
6150_3_4,3,MULTIPOLYGON EMPTY
6150_3_4,4,MULTIPOLYGON EMPTY
6150_3_4,5,MULTIPOLYGON EMPTY
6150_3_4,6,MULTIPOLYGON EMPTY
6150_3_4,7,MULTIPOLYGON EMPTY
6150_3_4,8,MULTIPOLYGON EMPTY
6150_3_4,9,MULTIPOLYGON EMPTY
6150_3_4,10,MULTIPOLYGON EMPTY
6130_2_0,1,MULTIPOLYGON EMPTY
6130_2_0,2,MULTIPOLYGON EMPTY
6130_2_0,3,MULTIPOLYGON EMPTY
6130_2_0,4,MULTIPOLYGON EMPTY
6130_2_0,5,MULTIPOLYGON EMPTY
6130_2_0,6,MULTIPOLYGON EMPTY
6130_2_0,7,MULTIPOLYGON EMPTY
6130_2_0,8,MULTIPOLYGON EMPTY
6130_2_0,9,MULTIPOLYGON EMPTY
6130_2_0,10,MULTIPOLYGON EMPTY
6130_2_1,1,MULTIPOLYGON EMPTY
6130_2_1,2,MULTIPOLYGON EMPTY
6130_2_1,3,MULTIPOLYGON EMPTY
6130_2_1,4,MULTIPOLYGON EMPTY
6130_2_1,5,MULTIPOLYGON EMPTY
6130_2_1,6,MULTIPOLYGON EMPTY
6130_2_1,7,MULTIPOLYGON EMPTY
6130_2_1,8,MULTIPOLYGON EMPTY
6130_2_1,9,MULTIPOLYGON EMPTY
6130_2_1,10,MULTIPOLYGON EMPTY
6130_2_2,1,MULTIPOLYGON EMPTY
6130_2_2,2,MULTIPOLYGON EMPTY
6130_2_2,3,MULTIPOLYGON EMPTY
6130_2_2,4,MULTIPOLYGON EMPTY
6130_2_2,5,MULTIPOLYGON EMPTY
6130_2_2,6,MULTIPOLYGON EMPTY
6130_2_2,7,MULTIPOLYGON EMPTY
6130_2_2,8,MULTIPOLYGON EMPTY
6130_2_2,9,MULTIPOLYGON EMPTY
6130_2_2,10,MULTIPOLYGON EMPTY
6130_2_3,1,MULTIPOLYGON EMPTY
6130_2_3,2,MULTIPOLYGON EMPTY
6130_2_3,3,MULTIPOLYGON EMPTY
6130_2_3,4,MULTIPOLYGON EMPTY
6130_2_3,5,MULTIPOLYGON EMPTY
6130_2_3,6,MULTIPOLYGON EMPTY
6130_2_3,7,MULTIPOLYGON EMPTY
6130_2_3,8,MULTIPOLYGON EMPTY
6130_2_3,9,MULTIPOLYGON EMPTY
6130_2_3,10,MULTIPOLYGON EMPTY
6130_2_4,1,MULTIPOLYGON EMPTY
6130_2_4,2,MULTIPOLYGON EMPTY
6130_2_4,3,MULTIPOLYGON EMPTY
6130_2_4,4,MULTIPOLYGON EMPTY
6130_2_4,5,MULTIPOLYGON EMPTY
6130_2_4,6,MULTIPOLYGON EMPTY
6130_2_4,7,MULTIPOLYGON EMPTY
6130_2_4,8,MULTIPOLYGON EMPTY
6130_2_4,9,MULTIPOLYGON EMPTY
6130_2_4,10,MULTIPOLYGON EMPTY
6130_0_4,1,MULTIPOLYGON EMPTY
6130_0_4,2,MULTIPOLYGON EMPTY
6130_0_4,3,MULTIPOLYGON EMPTY
6130_0_4,4,MULTIPOLYGON EMPTY
6130_0_4,5,MULTIPOLYGON EMPTY
6130_0_4,6,MULTIPOLYGON EMPTY
6130_0_4,7,MULTIPOLYGON EMPTY
6130_0_4,8,MULTIPOLYGON EMPTY
6130_0_4,9,MULTIPOLYGON EMPTY
6130_0_4,10,MULTIPOLYGON EMPTY
6130_0_2,1,MULTIPOLYGON EMPTY
6130_0_2,2,MULTIPOLYGON EMPTY
6130_0_2,3,MULTIPOLYGON EMPTY
6130_0_2,4,MULTIPOLYGON EMPTY
6130_0_2,5,MULTIPOLYGON EMPTY
6130_0_2,6,MULTIPOLYGON EMPTY
6130_0_2,7,MULTIPOLYGON EMPTY
6130_0_2,8,MULTIPOLYGON EMPTY
6130_0_2,9,MULTIPOLYGON EMPTY
6130_0_2,10,MULTIPOLYGON EMPTY
6130_0_3,1,MULTIPOLYGON EMPTY
6130_0_3,2,MULTIPOLYGON EMPTY
6130_0_3,3,MULTIPOLYGON EMPTY
6130_0_3,4,MULTIPOLYGON EMPTY
6130_0_3,5,MULTIPOLYGON EMPTY
6130_0_3,6,MULTIPOLYGON EMPTY
6130_0_3,7,MULTIPOLYGON EMPTY
6130_0_3,8,MULTIPOLYGON EMPTY
6130_0_3,9,MULTIPOLYGON EMPTY
6130_0_3,10,MULTIPOLYGON EMPTY
6130_0_0,1,MULTIPOLYGON EMPTY
6130_0_0,2,MULTIPOLYGON EMPTY
6130_0_0,3,MULTIPOLYGON EMPTY
6130_0_0,4,MULTIPOLYGON EMPTY
6130_0_0,5,MULTIPOLYGON EMPTY
6130_0_0,6,MULTIPOLYGON EMPTY
6130_0_0,7,MULTIPOLYGON EMPTY
6130_0_0,8,MULTIPOLYGON EMPTY
6130_0_0,9,MULTIPOLYGON EMPTY
6130_0_0,10,MULTIPOLYGON EMPTY
6130_0_1,1,MULTIPOLYGON EMPTY
6130_0_1,2,MULTIPOLYGON EMPTY
6130_0_1,3,MULTIPOLYGON EMPTY
6130_0_1,4,MULTIPOLYGON EMPTY
6130_0_1,5,MULTIPOLYGON EMPTY
6130_0_1,6,MULTIPOLYGON EMPTY
6130_0_1,7,MULTIPOLYGON EMPTY
6130_0_1,8,MULTIPOLYGON EMPTY
6130_0_1,9,MULTIPOLYGON EMPTY
6130_0_1,10,MULTIPOLYGON EMPTY
6150_1_4,1,MULTIPOLYGON EMPTY
6150_1_4,2,MULTIPOLYGON EMPTY
6150_1_4,3,MULTIPOLYGON EMPTY
6150_1_4,4,MULTIPOLYGON EMPTY
6150_1_4,5,MULTIPOLYGON EMPTY
6150_1_4,6,MULTIPOLYGON EMPTY
6150_1_4,7,MULTIPOLYGON EMPTY
6150_1_4,8,MULTIPOLYGON EMPTY
6150_1_4,9,MULTIPOLYGON EMPTY
6150_1_4,10,MULTIPOLYGON EMPTY
6150_1_1,1,MULTIPOLYGON EMPTY
6150_1_1,2,MULTIPOLYGON EMPTY
6150_1_1,3,MULTIPOLYGON EMPTY
6150_1_1,4,MULTIPOLYGON EMPTY
6150_1_1,5,MULTIPOLYGON EMPTY
6150_1_1,6,MULTIPOLYGON EMPTY
6150_1_1,7,MULTIPOLYGON EMPTY
6150_1_1,8,MULTIPOLYGON EMPTY
6150_1_1,9,MULTIPOLYGON EMPTY
6150_1_1,10,MULTIPOLYGON EMPTY
6150_1_0,1,MULTIPOLYGON EMPTY
6150_1_0,2,MULTIPOLYGON EMPTY
6150_1_0,3,MULTIPOLYGON EMPTY
6150_1_0,4,MULTIPOLYGON EMPTY
6150_1_0,5,MULTIPOLYGON EMPTY
6150_1_0,6,MULTIPOLYGON EMPTY
6150_1_0,7,MULTIPOLYGON EMPTY
6150_1_0,8,MULTIPOLYGON EMPTY
6150_1_0,9,MULTIPOLYGON EMPTY
6150_1_0,10,MULTIPOLYGON EMPTY
6150_1_3,1,MULTIPOLYGON EMPTY
6150_1_3,2,MULTIPOLYGON EMPTY
6150_1_3,3,MULTIPOLYGON EMPTY
6150_1_3,4,MULTIPOLYGON EMPTY
6150_1_3,5,MULTIPOLYGON EMPTY
6150_1_3,6,MULTIPOLYGON EMPTY
6150_1_3,7,MULTIPOLYGON EMPTY
6150_1_3,8,MULTIPOLYGON EMPTY
6150_1_3,9,MULTIPOLYGON EMPTY
6150_1_3,10,MULTIPOLYGON EMPTY
6150_1_2,1,MULTIPOLYGON EMPTY
6150_1_2,2,MULTIPOLYGON EMPTY
6150_1_2,3,MULTIPOLYGON EMPTY
6150_1_2,4,MULTIPOLYGON EMPTY
6150_1_2,5,MULTIPOLYGON EMPTY
6150_1_2,6,MULTIPOLYGON EMPTY
6150_1_2,7,MULTIPOLYGON EMPTY
6150_1_2,8,MULTIPOLYGON EMPTY
6150_1_2,9,MULTIPOLYGON EMPTY
6150_1_2,10,MULTIPOLYGON EMPTY
6180_3_4,1,MULTIPOLYGON EMPTY
6180_3_4,2,MULTIPOLYGON EMPTY
6180_3_4,3,MULTIPOLYGON EMPTY
6180_3_4,4,MULTIPOLYGON EMPTY
6180_3_4,5,MULTIPOLYGON EMPTY
6180_3_4,6,MULTIPOLYGON EMPTY
6180_3_4,7,MULTIPOLYGON EMPTY
6180_3_4,8,MULTIPOLYGON EMPTY
6180_3_4,9,MULTIPOLYGON EMPTY
6180_3_4,10,MULTIPOLYGON EMPTY
6180_3_0,1,MULTIPOLYGON EMPTY
6180_3_0,2,MULTIPOLYGON EMPTY
6180_3_0,3,MULTIPOLYGON EMPTY
6180_3_0,4,MULTIPOLYGON EMPTY
6180_3_0,5,MULTIPOLYGON EMPTY
6180_3_0,6,MULTIPOLYGON EMPTY
6180_3_0,7,MULTIPOLYGON EMPTY
6180_3_0,8,MULTIPOLYGON EMPTY
6180_3_0,9,MULTIPOLYGON EMPTY
6180_3_0,10,MULTIPOLYGON EMPTY
6180_3_1,1,MULTIPOLYGON EMPTY
6180_3_1,2,MULTIPOLYGON EMPTY
6180_3_1,3,MULTIPOLYGON EMPTY
6180_3_1,4,MULTIPOLYGON EMPTY
6180_3_1,5,MULTIPOLYGON EMPTY
6180_3_1,6,MULTIPOLYGON EMPTY
6180_3_1,7,MULTIPOLYGON EMPTY
6180_3_1,8,MULTIPOLYGON EMPTY
6180_3_1,9,MULTIPOLYGON EMPTY
6180_3_1,10,MULTIPOLYGON EMPTY
6180_3_2,1,MULTIPOLYGON EMPTY
6180_3_2,2,MULTIPOLYGON EMPTY
6180_3_2,3,MULTIPOLYGON EMPTY
6180_3_2,4,MULTIPOLYGON EMPTY
6180_3_2,5,MULTIPOLYGON EMPTY
6180_3_2,6,MULTIPOLYGON EMPTY
6180_3_2,7,MULTIPOLYGON EMPTY
6180_3_2,8,MULTIPOLYGON EMPTY
6180_3_2,9,MULTIPOLYGON EMPTY
6180_3_2,10,MULTIPOLYGON EMPTY
6180_3_3,1,MULTIPOLYGON EMPTY
6180_3_3,2,MULTIPOLYGON EMPTY
6180_3_3,3,MULTIPOLYGON EMPTY
6180_3_3,4,MULTIPOLYGON EMPTY
6180_3_3,5,MULTIPOLYGON EMPTY
6180_3_3,6,MULTIPOLYGON EMPTY
6180_3_3,7,MULTIPOLYGON EMPTY
6180_3_3,8,MULTIPOLYGON EMPTY
6180_3_3,9,MULTIPOLYGON EMPTY
6180_3_3,10,MULTIPOLYGON EMPTY
6180_1_2,1,MULTIPOLYGON EMPTY
6180_1_2,2,MULTIPOLYGON EMPTY
6180_1_2,3,MULTIPOLYGON EMPTY
6180_1_2,4,MULTIPOLYGON EMPTY
6180_1_2,5,MULTIPOLYGON EMPTY
6180_1_2,6,MULTIPOLYGON EMPTY
6180_1_2,7,MULTIPOLYGON EMPTY
6180_1_2,8,MULTIPOLYGON EMPTY
6180_1_2,9,MULTIPOLYGON EMPTY
6180_1_2,10,MULTIPOLYGON EMPTY
6180_1_3,1,MULTIPOLYGON EMPTY
6180_1_3,2,MULTIPOLYGON EMPTY
6180_1_3,3,MULTIPOLYGON EMPTY
6180_1_3,4,MULTIPOLYGON EMPTY
6180_1_3,5,MULTIPOLYGON EMPTY
6180_1_3,6,MULTIPOLYGON EMPTY
6180_1_3,7,MULTIPOLYGON EMPTY
6180_1_3,8,MULTIPOLYGON EMPTY
6180_1_3,9,MULTIPOLYGON EMPTY
6180_1_3,10,MULTIPOLYGON EMPTY
6180_1_0,1,MULTIPOLYGON EMPTY
6180_1_0,2,MULTIPOLYGON EMPTY
6180_1_0,3,MULTIPOLYGON EMPTY
6180_1_0,4,MULTIPOLYGON EMPTY
